Model,MAE,RMSE,R2,MAPE,Within10,Bias,MaxError,N,NASAScore,Params,Epochs,TrainSeconds
gru,18.36775088940061,26.869569640490656,0.7831536684229119,21.19855310009146,0.46439509954058195,-7.137713032422351,110.90361785888672,2612.0,106612.26090978994,154881.0,25.0,266.5
